ID,WorkflowStep,WorkflowStepStatus,WorkflowStepOutcome,ReasonName,InspectionBegin,InspectionFinish,InstallationDate,MeasureName,Installer,Inspector,PassedQty,FailedQty,IncentiveAmount,InstalledMeasureQty,UnitOfMeasure,FailCodes
465266,Inspection,Work Completed,Work Complete,,6/15/2023,2023-06-21,5/29/2023,Energy Star Dryer,Installer 7135,Inspector 7316,1,0,70,1,Each,
115376,Inspection,Work Completed,Work Complete,,6/20/2023,2023-06-21,3/16/2023,Energy Star Dryer,Installer 7135,Inspector 7138,1,0,70,1,Each,
114481,Inspection,Work Completed,Work Complete,,6/14/2023,2023-06-28,5/4/2023,Energy Star Dryer,Installer 7135,Inspector 7138,1,0,70,1,Each,
112562,Inspection,Work Completed,Work Complete,,6/14/2023,2023-06-28,5/2/2023,Pool Heaters,Installer 7135,Inspector 7138,1,0,400,1,Each,
564430,Inspection,Work Completed,Work Complete,,6/14/2023,2023-06-21,5/22/2023,"High Efficiency Toilets, 1.0 gpf",Installer 7137,Inspector 7138,1,0,425,1,Each,
564430,Inspection,Work Completed,Work Complete,,6/14/2023,2023-06-21,5/22/2023,"High Efficiency Toilets, 1.0 gpf",Installer 7137,Inspector 7138,1,0,425,1,Each,
564430,Inspection,Work Completed,Work Complete,,6/14/2023,2023-06-21,5/22/2023,Smart Hose Bib Controller,Installer 7137,Inspector 7138,1,0,150,1,Each,
564430,Inspection,Work Completed,Work Complete,,6/14/2023,2023-06-21,5/22/2023,Smart Irrigation Water Controller – 8 Stations,Installer 7137,Inspector 7138,1,0,330,1,Each,
564319,Inspection,Work Completed,Work Complete,,6/14/2023,2023-06-28,4/14/2023,"High Efficiency Toilets, 1.0 gpf",Installer 7137,Inspector 7138,0,1,425,1,Each,
564319,Inspection,Work Completed,Work Complete,,6/14/2023,2023-06-28,4/14/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7137,Inspector 7138,0,1,425,1,Each,
564207,Inspection,Work Completed,Work Complete,,6/14/2023,2023-06-28,4/18/2023,"High Efficiency Toilets, 1.0 gpf",Installer 7137,Inspector 7138,1,0,425,1,Each,
564207,Inspection,Work Completed,Work Complete,,6/14/2023,2023-06-28,4/18/2023,"High Efficiency Toilets, 1.0 gpf",Installer 7137,Inspector 7138,1,0,425,1,Each,
564114,Inspection,Work Completed,Work Complete,,6/14/2023,2023-06-15,4/10/2023,"High Efficiency Toilets, 1.0 gpf",Installer 7137,Inspector 7138,1,0,425,1,Each,
564114,Inspection,Work Completed,Work Complete,,6/14/2023,2023-06-15,4/10/2023,"High Efficiency Toilets, 1.0 gpf",Installer 7137,Inspector 7138,1,0,425,1,Each,
564114,Inspection,Work Completed,Work Complete,,6/14/2023,2023-06-15,4/10/2023,Smart Hose Bib Controller,Installer 7137,Inspector 7138,1,0,150,1,Each,
564114,Inspection,Work Completed,Work Complete,,6/14/2023,2023-06-15,4/10/2023,Smart Irrigation Water Controller – 8 Stations,Installer 7137,Inspector 7138,1,0,330,1,Each,
98681,Inspection,Work Completed,Work Complete,,6/14/2023,2023-06-28,4/21/2023,Tankless Water Heaters,Installer 7316,Inspector 7138,1,0,800,1,Each,
110922,Inspection,Work Completed,Work Complete,,6/14/2023,2023-06-15,4/29/2023,Energy Star Dryer,Installer 7135,Inspector 7316,1,0,70,1,Each,
110568,Inspection,Work Completed,Work Complete,,6/14/2023,2023-06-28,4/18/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,1200,1,Each,
110494,Inspection,Work Completed,Work Complete,,6/20/2023,2023-06-29,4/6/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,1200,1,Each,
110494,Inspection,Work Completed,Work Complete,,6/20/2023,2023-06-29,4/6/2023,Incentive Adjustment/Correction,Installer 7135,Inspector 7138,1,0,-115.42,1,Each,
456136,Inspection,Work Completed,Work Complete,,6/15/2023,2023-06-21,5/26/2023,Energy Star Dryer,Installer 7135,Inspector 7138,1,0,70,1,Each,
99202,Inspection,Work Completed,Work Complete,,6/14/2023,2023-06-20,4/16/2023,Energy Star Dryer,Installer 7316,Inspector 7138,1,0,70,1,Each,
110345,Inspection,Work Completed,Work Complete,,6/20/2023,2023-06-27,4/10/2023,Energy Star Dryer,Installer 7135,Inspector 7138,1,0,70,1,Each,
457887,Inspection,Work Completed,Work Complete,,6/14/2023,2023-06-20,5/27/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,800,1,Each,
469272,Inspection,Work Completed,Work Complete,,6/13/2023,2023-06-26,3/29/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,0,1,0,0,Each,
469272,Inspection,Work Completed,Work Complete,,6/13/2023,2023-06-26,3/29/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,1000,1,Each,
458129,Inspection,Work Completed,Work Complete,,6/20/2023,2023-06-21,5/27/2023,Pool Heaters,Installer 7135,Inspector 7138,1,0,400,1,Each,
560443,Inspection,Work Completed,Work Complete,,6/20/2023,2023-06-30,1/1/2023,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
560443,Inspection,Work Completed,Work Complete,,6/20/2023,2023-06-30,1/1/2023,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
560257,Inspection,Work Completed,Work Complete,,6/20/2023,2023-06-30,1/1/2023,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
560257,Inspection,Work Completed,Work Complete,,6/20/2023,2023-06-30,1/1/2023,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
560070,Inspection,Work Completed,Work Complete,,6/20/2023,2023-06-30,1/1/2023,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
560070,Inspection,Work Completed,Work Complete,,6/20/2023,2023-06-30,1/1/2023,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
560070,Inspection,Work Completed,Work Complete,,6/20/2023,2023-06-30,1/1/2023,Low Flow Showerhead <=1.5 gpm,Installer 7153,Inspector 7138,0,1,0,0,Showerhead,
559884,Inspection,Work Completed,Work Complete,,6/20/2023,2023-06-30,1/1/2023,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
559884,Inspection,Work Completed,Work Complete,,6/20/2023,2023-06-30,1/1/2023,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
559884,Inspection,Work Completed,Work Complete,,6/20/2023,2023-06-30,1/1/2023,Low Flow Showerhead <=1.5 gpm,Installer 7153,Inspector 7138,0,1,0,0,Showerhead,
559698,Inspection,Work Completed,Work Complete,,6/20/2023,2023-06-30,1/1/2023,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
559698,Inspection,Work Completed,Work Complete,,6/20/2023,2023-06-30,1/1/2023,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
559698,Inspection,Work Completed,Work Complete,,6/20/2023,2023-06-30,1/1/2023,Low Flow Showerhead <=1.5 gpm,Installer 7153,Inspector 7138,0,1,0,0,Showerhead,
458148,Inspection,Work Completed,Work Complete,,6/13/2023,2023-07-10,5/27/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,800,1,Each,
559269,Inspection,Work Completed,Work Complete,,6/20/2023,2023-07-11,1/1/2023,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
559269,Inspection,Work Completed,Work Complete,,6/20/2023,2023-07-11,1/1/2023,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
559083,Inspection,Work Completed,Work Complete,,6/20/2023,2023-07-11,1/1/2023,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
559083,Inspection,Work Completed,Work Complete,,6/20/2023,2023-07-11,1/1/2023,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
558896,Inspection,Work Completed,Work Complete,,6/20/2023,2023-07-11,1/1/2023,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
558896,Inspection,Work Completed,Work Complete,,6/20/2023,2023-07-11,1/1/2023,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
558710,Inspection,Work Completed,Work Complete,,6/13/2023,2023-06-15,1/1/2023,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7135,1,0,12,1,Each,
558710,Inspection,Work Completed,Work Complete,,6/13/2023,2023-06-15,1/1/2023,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7135,1,0,12,1,Each,
558524,Inspection,Work Completed,Work Complete,,6/20/2023,2023-07-11,1/1/2023,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
558300,Inspection,Work Completed,Work Complete,,6/13/2023,2023-06-19,1/1/2023,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7135,1,0,12,1,Each,
558300,Inspection,Work Completed,Work Complete,,6/13/2023,2023-06-19,1/1/2023,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7135,1,0,12,1,Each,
558095,Inspection,Work Completed,Work Complete,,6/20/2023,2023-07-11,1/1/2023,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
458465,Inspection,Work Completed,Work Complete,,6/13/2023,2023-06-14,5/27/2023,Tankless Water Heaters,Installer 7135,Inspector 7316,1,0,1000,1,Each,
459005,Inspection,Work Completed,Work Complete,,6/14/2023,2023-06-19,5/27/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,1000,1,Each,
73806,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-14,4/15/2023,Tankless Water Heaters,Installer 7316,Inspector 7316,1,0,1000,1,Each,
555133,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-21,6/5/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7138,1,0,400,1,Each,
555133,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-21,6/5/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7138,1,0,400,1,Each,
554983,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-15,6/1/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7138,1,0,400,1,Each,
554834,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-13,6/7/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7138,1,0,400,1,Each,
554834,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-13,6/7/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7138,1,0,400,1,Each,
554834,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-13,6/7/2023,Smart Irrigation Water Controller – 8 Stations,Installer 7136,Inspector 7138,1,0,330,1,Each,
554667,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-13,6/7/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7138,1,0,400,1,Each,
554518,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-15,6/2/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7138,1,0,400,1,Each,
554369,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-13,6/1/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7138,1,0,400,1,Each,
554369,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-13,6/1/2023,Smart Irrigation Water Controller – 8 Stations,Installer 7136,Inspector 7138,1,0,330,1,Each,
554182,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-15,6/6/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7138,1,0,400,1,Each,
554033,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-22,6/1/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7138,0,1,400,1,Each,
466290,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-30,5/30/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,0,1,1000,1,Each,
466346,Inspection,Work Completed,Work Complete,,6/14/2023,2023-06-20,5/30/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,800,1,Each,
72185,Inspection,Work Completed,Work Complete,,6/12/2023,2023-07-10,3/13/2023,Pool Heaters,Installer 7316,Inspector 7138,0,1,400,1,Each,
94656,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-28,4/18/2023,Pool Heaters,Installer 7316,Inspector 7138,1,0,400,1,Each,
72017,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-28,4/25/2023,Tankless Water Heaters,Installer 7316,Inspector 7138,0,1,0,0,Each,
468676,Inspection,Cancelled,Cancel,,6/12/2023,2023-06-13,5/30/2023,Tankless Water Heaters,Installer 7135,Inspector 7316,1,0,0,0,Each,
70880,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-13,3/10/2023,Tankless Water Heaters,Installer 7316,Inspector 7316,1,0,800,1,Each,
94581,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-14,3/29/2023,Tankless Water Heaters,Installer 7316,Inspector 7316,1,0,600,1,Each,
472346,Inspection,Work Completed,Work Complete,,6/16/2023,2023-06-22,5/31/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,0,1,1000,1,Each,
477880,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-14,5/31/2023,Tankless Water Heaters,Installer 7135,Inspector 7316,1,0,1200,1,Each,
766436,Reinspection,Work Completed,Work Complete,,6/12/2023,2023-06-20,2/10/2023,Commercial Natural Gas Pool Heater,Installer 7135,Inspector 7138,1,0,799.98,1,Each,
476986,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-19,5/31/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,1200,1,Each,
476576,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-13,5/31/2023,Pool Heaters,Installer 7135,Inspector 7316,1,0,400,1,Each,
93817,Inspection,Cancelled,Cancel,,6/12/2023,2023-06-12,2/20/2023,Energy Star Dryer,Installer 7316,Inspector 7316,1,0,0,0,Each,
93706,Inspection,Work Completed,Work Complete,,7/10/2023,2023-07-12,4/28/2023,Energy Star Dryer,Installer 7316,Inspector 7135,1,0,70,1,Each,
475998,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-13,5/31/2023,Tankless Water Heaters,Installer 7135,Inspector 7316,1,0,0,0,Each,
475682,Inspection,Work Completed,Work Complete,,6/16/2023,2023-06-20,5/31/2023,Pool Heaters,Installer 7135,Inspector 7138,1,0,400,1,Each,
65551,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-29,4/21/2023,Pool Heaters,Installer 7316,Inspector 7138,1,0,400,1,Each,
475327,Inspection,Work Completed,Work Complete,,6/13/2023,2023-06-20,5/31/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,1000,1,Each,
475383,Inspection,Work Completed,Work Complete,,6/14/2023,2023-06-27,5/31/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,800,1,Each,
476408,Inspection,Work Completed,Work Complete,,6/12/2023,2023-06-30,5/31/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,0,1,0,0,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
643980,Inspection,Cancelled,Cancel,,6/9/2023,2023-06-13,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7138,1,0,1199.4,1,Each,
